subjectCode,courseNumber,distDesg,courseTitle
HEBR,156,"['YCHU', 'YCL5']",Dynamics of Israeli Culture
HNDI,370,['YCL5'],Bhakti and Bollywood
HIST,479,['YCHU'],Sickness and Health in African American History
HIST,148J,['YCHU'],Politics and Culture of the U.S. Color Line
HIST,002,"['PREI', 'YCHU', 'YCWR']","Myth, Legend, and History in New England"
HIST,107,"['YCHU', 'YXWR']",Introduction to American Indian History
HIST,114J,"['YCHU', 'YCWR']","Women, Gender, and Work in United States History"
HIST,126J,"['PREI', 'YCHU', 'YCWR']",Witchcraft in Colonial America
HIST,132J,"['YCHU', 'YCWR']",Plantation Societies in the Greater British Caribbean 1627-1761
HIST,160J,"['YCHU', 'YCWR']",The United States & the Pacific World
HIST,188J,"['YCHU', 'YCWR']",The History of Central America and the Border Crisis
HIST,211,['YCHU'],"The Birth of Europe, 1000-1500"
HIST,212J,['YCHU'],Philosophy of Dissent in Central and Eastern Europe
HIST,222J,"['YCHU', 'YCWR']",Russia and the Eurasian Steppe
HIST,228J,"['YCHU', 'YCWR']",Corporations and the State in Early Modern Political Thought and Practice
HIST,299,['YCHU'],History of the Supernatural from Antiquity to Modernity
HIST,319J,['YCHU'],Tokugawa Japan and the Human Condition
HIST,340,['YCHU'],Africa in the Era of the Slave Trade
HIST,464J,"['YCHU', 'YCWR']",Law and History
HIST,449J,['YCHU'],"Critical Data Visualization: History, Theory, and Practice"
HIST,145J,['YCHU'],"History, Memory, Protest, Power"
HIST,256J,"['PREI', 'YCHU']",Imagining the Body Politic: Constitutional Art and Theory from Antiquity to the Present
HIST,386J,['YCHU'],Childhood and Domesticity in East Asia
HIST,218,['YCHU'],The Roman Empire
HIST,225,['YCHU'],Roman Law
HIST,258J,['YCHU'],Unmaking the British Empire: 1850-2010
HIST,161J,"['YCHU', 'YCWR']",Communism and Anticommunism in the Twentieth-Century United States
HIST,061,"['YCHU', 'YCWR']",Information Revolutions: From the Origins of Writing to the Digital Age
HIST,181J,"['YCHU', 'YCWR']",Time Machines: Reimagining the Past
HIST,059,"['YCHU', 'YCSC']",Asian Americans and STEM
HIST,124J,"['YCHU', 'YCWR']",Beyond Seneca Falls: Histories of Feminism and Social Change in the Long 20th Century
HIST,223,['YCHU'],"Western European Empires (1500-1800): Political Thought, Power, and Resistance"
HIST,230,"['YCHU', 'YCWR']","Twentieth-Century Jewish Political History:  Holocaust, Israel, American Jewry"
HIST,381,"['YCHU', 'YCSO']",Introduction to the Middle East
HIST,332J,"['YCHU', 'YCWR']","Violence, Resistance, and Hegemony in Modern Mexico: The Legacies of the Mexican Revolution 1910-202"
HIST,041,"['YCHU', 'YCWR']",The Americas in the Age of Revolutions
HIST,361,"['PREI', 'YCHU']",History of Brazil
HIST,225J,"['YCHU', 'YCWR']",Perfect Worlds? Utopia and Dystopia  in Western Cultures
HIST,192J,"['YCHU', 'YCWR']","The Wars on Crime, Drugs, and Gangs"
HIST,465J,"['YCHU', 'YCWR']",Scientific Instruments &  the History of Science
HIST,253J,"['YCHU', 'YCWR']",Dissidence and Control in Early Modern Spain and its Empire
HIST,023,"['PREI', 'YCHU', 'YCWR']",Global Leadership: 600 BCE–600 CE
HIST,056,"['PREI', 'YCHU', 'YCWR']",Women Who Ruled
HIST,204J,"['YCHU', 'YCSO']",The Ancient State: Genesis and Crisis from Mesopotamia to Mexico
HIST,217J,"['PREI', 'YCHU', 'YCWR']","Becoming an Empire: England’s Rise to Power, 1485-1764"
HIST,193J,"['YCHU', 'YCWR']",Seances & Spirits: Science and the Occult during the Long 19th Century
HIST,238,"['PREI', 'YCHU']",Daily Life in Greco-Roman Egypt
HIST,146J,"['YCHU', 'YCWR']",Race and Immigration in U.S. History
HIST,305,['YCHU'],"Introduction to Latin American Studies: History, Culture and Society"
HIST,310J,"['YCHU', 'YCSO']",Continuities and Discontinuities of Violence in Latin America
HIST,197J,"['YCHU', 'YCWR']",Marriage and Medicine in Modern America
HIST,282J,['YCHU'],"Religious Conversion of Medieval Jews, Christians, and Muslims"
HIST,283J,['YCHU'],Interpretations: Sainte-Chapelle
HIST,202J,"['YCHU', 'YCWR']",Corruption in Ancient Rome
HSAR,441,['YCHU'],The Picturebook: Euro-American and Japanese Traditions
HSAR,463,['YCHU'],Material Histories of Photography
HSAR,418,['YCHU'],"Seeing, Describing, and Interpreting"
HSAR,281,['YCHU'],Visual Arts in the Age of Reason
HSAR,315,['YCHU'],Nineteenth-Century French Art
HSAR,271,['YCHU'],Medieval People and Their Art
HSAR,470,['YCHU'],"Myth, Magic, and Spectacle in Ancient Greek Sanctuaries"
HSAR,403,['YCHU'],The Museum as an Agent of Change: Rethinking Early Modern Art in a Global Context
HSAR,420,['YCHU'],Techniques of the Body in Latin American Art
HSAR,376,['YCHU'],"African-American Modern and Contemporary Art, 1945-2018"
HSAR,160,['YCHU'],Art and Technology
HSAR,446,['YCHU'],Exhibiting Alexander Calder
HSAR,429,['YCHU'],Modernity and South Asian Art/Visual Culture
HSAR,434,['YCHU'],The Art of Renaissance War
HSAR,432,['YCHU'],Interpretations: Sainte-Chapelle
HSAR,270,['YCHU'],Art and Visual Culture in Ancient Egypt and Mesopotamia
HSAR,491,['YCHU'],The Artist in African Art and Ethics of Display
HSHM,241,['YCHU'],Sickness and Health in African American History
HSHM,407,"['YCHU', 'YCWR']",Collecting Nature
HSHM,486,"['PREI', 'YCHU', 'YCWR']",African Systems of Thought
HSHM,006,"['YCHU', 'YCWR']",Making Climate Knowledge
HSHM,458,"['YCHU', 'YCWR']",Scientific Instruments &  the History of Science
HSHM,464,"['YCHU', 'YCSC']",Nature and Human Nature
HSHM,409,"['YCHU', 'YCWR']",Marriage and Medicine in Modern America
HSHM,455,['YCHU'],Eugenics and its Afterlives
HSHM,413,['YCSO'],Infrastructures of Empire: Control and (In)security in the Global South
HSHM,456,"['YCHU', 'YCWR']",History and Theory of Museums: From Accumulation to Decolonization
HSHM,451,['YCHU'],Introduction to the Occult Sciences
HUMS,252,"['YCHU', 'YCWR', 'YENJ']",Poetry and Objects
HUMS,424,"['YCHU', 'YCSO']","Metaphysics Meets Cognitive Science: Objects, Causation, Time, and Self"
HUMS,264,"['PREI', 'YCHU']",Imagining the Body Politic: Constitutional Art and Theory from Antiquity to the Present
HUMS,209,"['YCHU', 'YCWR', 'YENJ']",The Poetry of Wordsworth and Shelley
HUMS,200,"['YCHU', 'YCWR', 'YENJ']",Medieval Songlines
HUMS,179,"['YCHU', 'YCWR', 'YENS']",Shakespeare's Political Plays
HUMS,371,['YCHU'],The Picturebook: Euro-American and Japanese Traditions
HUMS,223,"['YCHU', 'YENJ']","Interpretations: Claude McKay: Race, Religion, Politics, and Queerness"
HUMS,367,['YCHU'],Heimito von Doderer's The Strudlhof Steps
HUMS,214,['YCHU'],Introduction to Chinese Philosophy
HUMS,364,['YCHU'],Writing Scenes: Theory of the Literary Act
HUMS,368,['YCHU'],"Alienation, Reconciliation from Hegel to the Ecological Rift"
HUMS,377,"['YCHU', 'YCWR', 'YXWR']","Nature Poetry, from the Classics to Climate Change"
HUMS,340,['YCHU'],The Detective Story: Solving Mysteries from Oedipus to Sherlock
HUMS,221,"['YCHU', 'YCWR']",Plato
HUMS,382,"['YCHU', 'YCSC']",Nature and Human Nature
HUMS,066,['YCHU'],The Crown
HUMS,379,['YCHU'],Media of Migration
HUMS,369,['YCHU'],Maimonides and Postmodernism
HUMS,385,['YCHU'],The Deep: Representations of the Sea
HUMS,378,['YCHU'],Interpretations: Sainte-Chapelle
HUMS,231,['YCHU'],Poetic Influence from Shakespeare to the Twenty-First Century
ITAL,204,"['YCHU', 'YCL5']",The Making of Italian Urban Landscape: From the ‘borgo medievale’ to the ‘città ideale’
JDST,377,['YCHU'],"Religious Conversion of Medieval Jews, Christians, and Muslims"
JDST,202,['YCHU'],Jewish Identity in the Pre-Islamic Mediterranean World
JDST,405,"['YCHU', 'YCL5']",Dynamics of Israeli Culture
JDST,425,['YCHU'],People of the Block: Jewish Space and Ethnicity in New York from the Tenements to Gentrification
LAST,369,"['YCHU', 'YCL5']",Gender Politics in Latin American Cinema
LAST,392,"['YCHU', 'YCWR']",Brazil's Cannibal Modernism: From Modern Art Week to Antropofagia
LAST,120,['YCL5'],Writing in Spanish
LAST,244,['YCL5'],Writing in Spanish
LAST,361,"['PREI', 'YCHU']",History of Brazil
LAST,420,['YCHU'],Techniques of the Body in Latin American Art
LAST,100,['YCHU'],"Introduction to Latin American Studies: History, Culture and Society"
LAST,370,"['YCHU', 'YCSO']",Continuities and Discontinuities of Violence in Latin America
LAST,200,['YCSO'],Introduction to Latin American Politics
LAST,395,"['YCHU', 'YCL5']",Imagining the Self in Spanish American Literature
LATN,485,['YCL5'],Poetry and Monarchy at Rome
LATN,434,"['YCHU', 'YCL5']",Julius Caesar as Writer and Historian
LING,231,"['YCSC', 'YCSO', 'YPYN']",Neurolinguistics
LING,107,[],Linguistic Diversity and Endangerment
LING,395,['YCSO'],What do Discourse Particles Mean?
LING,475,['YCSO'],Linguistic Meaning and Conceptual Structure
LING,218,['YCSO'],Language and Literacy in Under-Resourced Populations
LING,205,['YCSO'],Introduction to Sociolinguistics
LING,363,['YCSO'],Computational Models of Syntax
MATH,256,"['YCQR', 'YMAN']",Analysis 1 (Intensive)
MATH,305,"['YCQR', 'YMAN', 'YMAR']",Analysis 2: Lebesgue Integration and Fourier Series
MATH,481,[],Senior Seminar: Topics in Economics and Mathematics
MATH,247,"['YCQR', 'YMAS']",Intro to Partial Differential Equations
MGRK,212,"['YCHU', 'YCWR']",Folktales and Fairy Tales
MMES,360,['YCHU'],North African French Poetry
MMES,261,['YCHU'],Afterlives of Algeria's Revolution
MMES,177,"['YCHU', 'YCL5']",Hunger in Eden: Mohamed Choukri’s Narratives
MMES,171,['YCHU'],The Islamic Near East from Muhammad to the Mongol Invasion
MMES,102,"['YCHU', 'YCSO']",Introduction to the Middle East
MMES,310,['YCSO'],Society and Politics of the Middle East
MMES,287,['YCHU'],"Science, Knowledge, and Medicine in and beyond the Middle East and South Asia"
MMES,286,['YCSO'],Public Health in the Arab World
MMES,499,[],Senior Essay
MMES,173,['YCHU'],Ethics in Islam
MMES,192,['YCHU'],The Religion of Islam
MMES,295,['YCSO'],Middle East Foreign and Regional Policies
MMES,216,"['YCHU', 'YCL5']",Dynamics of Israeli Culture
MB&B,268,['YCSC'],"Identity, Society, and STEM"
MB&B,431,"['YCQR', 'YCSC']",Illuminating Biomolecular Mechanism with Structure
MB&B,460L,['YCSC'],Biochemical Analytics Laboratory
MCDB,375,['YCSC'],"Human Biology: Research Methods, Questions, and Societal impact"
MUSI,231,[],Laptop Ensemble: Study and Performance
MUSI,211,['YCHU'],Systematic Theory for Music: 1800 to the present
MUSI,462,"['YCHU', 'YCWR', 'YENJ']",Medieval Songlines
MUSI,208,['YCHU'],Commercial and Popular Music Theory II
MUSI,475,['YCHU'],Writing the History of Jazz
MUSI,031,"['YCHU', 'YCWR']",Music of Protest & Propaganda
MUSI,250,['YCHU'],From Beijing to Paris: Music in the Global Eighteenth Century
MUSI,279,['YCHU'],Music and Society in New Spain
MUSI,087,['YCHU'],"Music, Memes, and Digital Culture"
MUSI,483,['YCHU'],The Gospel Imagination
MUSI,326,['YCHU'],Art Songs of Italy and Spain
MUSI,403,"['YCHU', 'YCWR']",When Music Theories Collide
MUSI,051,"['YCHU', 'YCWR']",Rockin' the Revolution: The Politics of Rock in Communist Europe and Eurasia
MUSI,406,[],Exploring South Indian Rhythmic Design
NELC,237,"['YCHU', 'YCL5']",Hunger in Eden: Mohamed Choukri’s Narratives
NELC,402,['YCHU'],The Islamic Near East from Muhammad to the Mongol Invasion
NELC,112,['YCHU'],Egyptian Religion through the Ages
NELC,390,['YCSO'],The Anthropocene
NELC,102,"['YCHU', 'YCSO']",Introduction to the Middle East
NELC,262,['YCHU'],"Death, Memorial, and Immortality in the Hebrew Bible and its World"
NELC,399,['YCSO'],"Agriculture: Origins, Evolution, Crises"
NELC,324,"['YCHU', 'YCSO']",The Ancient State: Genesis and Crisis from Mesopotamia to Mexico
NELC,104,['YCHU'],Art and Visual Culture in Ancient Egypt and Mesopotamia
NELC,273,"['PREI', 'YCHU']",Daily Life in Greco-Roman Egypt
NSCI,341,"['YCSC', 'YCSO', 'YPYN']",Learning and Memory
NSCI,360,"['YCSC', 'YPYN']",Clinical Neuroscience
NSCI,258,"['YCQR', 'YCSC', 'YPYR']",Computational Methods in Human Neuroscience
NSCI,160,"['YCSC', 'YPYC']",The Human Brain
OTTM,340,[],Intermediate Ottoman II
PHIL,105,['YCHU'],"Strong Men, Fascism, and Patriarchy"
PHIL,465,['YCHU'],Recent Work in Ethical Theory
PHIL,280,['YCSO'],Pragmatics
PHIL,316,['YCHU'],Aristotle’s Ethics and Its Neo-Aristotelian Revival
PHIL,405,"['YCHU', 'YCWR']","Ethics of the Internet: Data, Algorithms, and Society"
PHIL,428,['YCHU'],Ancient Moral Psychology
PHIL,455,['YCHU'],Normative Ethics
PHIL,441,['YCHU'],Philosophy of Simone de Beauvoir
PHIL,417,"['YCHU', 'YCWR']",Animal Ethics Today
PHIL,453,['YCHU'],Good and Will
PHIL,119,['YCHU'],Introduction to Chinese Philosophy
PHIL,431,['YCHU'],Phenomenology
PHIL,456,"['YCHU', 'YCWR']",Human and Divine in Ancient Ethics
PHIL,420,['YCHU'],Philosophy of Quantum Mechanics
PHIL,350,['YCHU'],The History of Causation
PHIL,380,"['YCHU', 'YCWR']",Plato
PHIL,355,['YCHU'],Ethics in Islam
PHIL,447,['YCHU'],The Prophetic Tradition and Democracy
PHYS,100,"['YCQR', 'YCSC']","Energy, Environment, and Public Policy"
PHYS,047,"['YCHU', 'YCSC']",Asian Americans and STEM
PLSC,320,['YEPA'],"Ethics, Law, and Current Issues"
PLSC,271,['YCSO'],Policymaking under Separation of Powers
PLSC,295,['YCHU'],The Idea of Statesmanship
PLSC,341,"['YCQR', 'YCSO']",The Logic of Randomized Experiments in Political Science
PLSC,461,['YCSO'],"India and Pakistan: Democracy, Conflict, and Development"
PLSC,185,['YCSO'],Challenges to International Order
PLSC,330,['YCSO'],Participatory Democracy
PLSC,298,['YCSO'],"Gender, Justice, Power, Institutions"
PLSC,215,['YCSO'],Environmental Law and Politics
PLSC,342,"['YCSO', 'YEPA', 'YGLR']",Strategic Models of Politics
PLSC,359,"['YECD', 'YECP']",Economics and Politics of Development
PLSC,390,['YCSO'],"Democracy in Crisis: Creativity, Law and Revolution in the Weimar Republic"
PLSC,108,"['YCSO', 'YXWR']","Contemporary Political Theory: Justice, Freedom, Power"
PLSC,221,['YCSO'],American Extremism
PLSC,465,['YCSO'],Civil-Military Relations
PLSC,016,['YCSO'],"Power: Authority, Influence and Persuasion"
PLSC,284,['YCSO'],"Capitalism, Commodification, and Business Ethics"
PLSC,288,"['YCHU', 'YCWR']",Plato
PLSC,189,['YCSO'],Business and Politics
PLSC,333,['YCSO'],The Politics of Expertise
PLSC,334,['YCHU'],"The New York Intellectuals: Politics, Art, Argument"
PLSC,434,['YCSO'],Political Ethnography
PLSC,125,['YCSO'],The Evolution of Global Politics
PLSC,433,['YCSO'],Selected Topics in Indigenous Legal Studies:  Comparative Indigenous Rights in Four Settler States
PLSC,322,['YCSO'],Public Opinion and Democracy
PORT,392,"['YCHU', 'YCWR']",Brazil's Cannibal Modernism: From Modern Art Week to Antropofagia
PORT,380,"['YCHU', 'YCWR']",Fernando Pessoa
PSYC,157,['YCSO'],Psychology and the Good Life
PSYC,160,"['YCSC', 'YPYC']",The Human Brain
PSYC,258,"['YCQR', 'YCSC', 'YPYR']",Computational Methods in Human Neuroscience
PSYC,316,"['YCSC', 'YPYN']",Clinical Neuroscience
PSYC,376,"['YCSC', 'YCSO', 'YPYN']",Learning and Memory
PSYC,331,"['YCSC', 'YCSO', 'YPYN']",Neurolinguistics
PSYC,424,"['YCHU', 'YCSO']","Metaphysics Meets Cognitive Science: Objects, Causation, Time, and Self"
RLST,114,['YCHU'],What's the Matter (with Religion)?
RLST,429,['YCHU'],Phenomenology
RLST,119,['YCHU'],The Animal and Religion
RLST,141,['YCHU'],Egyptian Religion through the Ages
RLST,113,['YCHU'],The Prophetic Tradition and Democracy
RLST,171,['YCHU'],Introduction to Chinese Philosophy
RLST,384,[],Religion and National Identity in Modern Korea
RLST,283,"['PREI', 'YCHU']","Reformation Europe, 1450–1650"
RLST,212,['YCHU'],"Death, Memorial, and Immortality in the Hebrew Bible and its World"
RLST,132,['YCHU'],"Empire and Religion in China, 1–1000 CE"
RLST,108,['YCHU'],Introduction to the Occult Sciences
RLST,126,['YCHU'],Tibetan Buddhism
RLST,142,['YCHU'],"Science, Knowledge, and Medicine in and beyond the Middle East and South Asia"
RLST,417,['YCHU'],"Mummies, Ghost, and Relics: Understandings of the Sacred Dead"
RLST,172,['YCHU'],Ethics in Islam
RLST,170,['YCHU'],The Religion of Islam
RLST,146,['YCHU'],Jewish Identity in the Pre-Islamic Mediterranean World
RSEE,219,['YCHU'],History of Russian Theater
RSEE,328,"['YCHU', 'YXWR']",Yugoslavia: Representing the Ethnoscapes of a Vanished Nation
RSEE,324,['YCSO'],"Race, Ethnicity, and Diversity in Soviet & Post-Soviet Debates"
RSEE,360,['YCSO'],"Human Rights, Law and Politics in Contemporary Russia"
RSEE,242,"['YCHU', 'YCWR']",Multicultural Literature of Russia and the Soviet Union
RUSS,174,"['YCHU', 'YCL5']",The Russian Works of Vladimir Nabokov
RUSS,177,"['YCHU', 'YCL5']",Fantastika: Russian Fantasy and Science Fiction
RUSS,242,"['YCHU', 'YCWR']",Multicultural Literature of Russia and the Soviet Union
SLAV,351,['YCHU'],"Documentary, Fiction, Docufiction"
SOCY,160,"['YCSO', 'YGLR']",Methods of Inquiry
SOCY,396,['YCSO'],Pursuing Racial Justice in Segregated Schools
SOCY,102,"['YCHU', 'YCSO']",Introduction to the Middle East
SOCY,322,['YCSO'],"Human Rights, Law and Politics in Contemporary Russia"
SOCY,166,['YCSO'],Political Ethnography
SOCY,454,['YCSO'],"Afro-Asian Relations in the Americas:  Cooperation, Conflict, & Comparative Racializations"
SAST,242,['YCSO'],"India and Pakistan: Democracy, Conflict, and Development"
SAST,262,['YCHU'],Tibetan Buddhism
SAST,462,['YCHU'],Modernity and South Asian Art/Visual Culture
SAST,473,[],Exploring South Indian Rhythmic Design
SPAN,244,['YCL5'],Writing in Spanish
SPAN,394,"['YCHU', 'YCL5']",Imagining the Self in Spanish American Literature
S&DS,365,['YCQR'],Intermediate Machine Learning
S&DS,432,[],Advanced Optimization Techniques
THST,367,['YCHU'],Theater and Drama Traditions of China and Japan
THST,111,['YCHU'],Modes of Performance
THST,217,['YCHU'],Creating Theater for Young Audiences
THST,211,[],Intermediate Acting
THST,400,"['YCHU', 'YCWR']",Performance and the Moving Image
THST,461,['YCHU'],19th-Century Opera and Representation
THST,352,"['YCHU', 'YCWR', 'YENS']","Theatre, Performance, and American Modernity, 1830-1950"
THST,233,['YCHU'],History of Russian Theater
THST,458,[],Documentary Film Workshop
THST,085,['YCHU'],Anatomy and Movement
THST,303,['YCHU'],"Critical Race Theory: Performance, Race, and US Law"
THST,322,['YENW'],Advanced Playwriting
THST,435,[],Creativity: Strategies and Practices for Getting Unstuck
THST,311,['YCHU'],The Deep: Representations of the Sea
THST,375,['YCHU'],Digital Media in Performance
TBTN,160,['YCL5'],Advanced Classical Tibetan II
URBN,382,['YCHU'],"Critical Data Visualization: History, Theory, and Practice"
URBN,442,['YCSO'],Infrastructures of Empire: Control and (In)security in the Global South
URBN,229,['YCHU'],Global Catastrophe since 1750
URBN,319,[],Geographic Information Systems
URBN,369,['YCSO'],Methods of Inquiry
URBN,379,['YCSO'],Pursuing Racial Justice in Segregated Schools
URBN,363,[],Urban Lab: Stories and Counterstories
WGSS,270,['YCHU'],Sickness and Health in African American History
WGSS,207,['YCSO'],"Gender, Justice, Power, Institutions"
WGSS,425,"['YCHU', 'YCSO']",Disability & Sexuality
WGSS,319,['YCHU'],The Animal and Religion
WGSS,407,"['YCHU', 'YCSO']","Feminist & Queer Ethnographies: Family, Community, Nation"
WGSS,339,"['YCHU', 'YCWR', 'YENJ']",Fiction and Sexual Politics
WGSS,218,['YCHU'],"Sex, Gender, and American Moderns"
WGSS,310,['YCHU'],Black Lesbian Feminism and the History of Black Queer Studies
WGSS,114,"['YCHU', 'YCWR']","Women, Gender, and Work in United States History"
WGSS,381,"['YCHU', 'YCSO']",New Developments in Global African Diaspora Studies
WGSS,105,['YCHU'],"Strong Men, Fascism, and Patriarchy"
YORU,181,['YCL5'],Advanced Topics in Yorùbá Literature and Culture
AFAM,S310,['YCHU'],The Black Radical Tradition
AFAM,S312,['YCHU'],"Geographies of Freedom: Race, Space, and Gender in the Caribbean"
AFAM,S348,"['YCHU', 'YCSO']","Race, Gender, and Class Inequities in the U.S."
AFST,S200,['YCSO'],Social Dimensions of Evolution in Africa: The Cradle Paradox
AFST,S325,"['SUAB', 'YCSO']",Society and Politics of North Africa
AFST,S310,['YCHU'],The Black Radical Tradition
AMST,S251,['YCSO'],"Race, Gender, and Sexuality in Asian American Popular Culture"
AMST,S310,['YCHU'],"Geographies of Freedom: Race, Space, and Gender in the Caribbean"
AMST,S221,['YCHU'],What is Law?
ANTH,S200,['YCSO'],Social Dimensions of Evolution in Africa: The Cradle Paradox
ARCH,S210,['YCHU'],Classical Architecture
ARCH,S215,['YCHU'],Post-Colonial Modern Architecture in South Asia
ART,S144,"['SUAB', 'YCHU']",Cinematic Storytelling in Prague
ART,S225,[],Adventures in Self-Publishing
ART,N301,[],Crit Theory: In& Out of Studio
ART,N447,[],Art and Collaboration
BRST,213,['YCHU'],Making Waves: British Art and the Maritime World
BRST,214,[],Writing About Music in the U.K.
CENG,S105E,['YCSC'],Introduction to Green Energy Systems (GES)
CHEM,S134,"['SUCR', 'YCSC']",General Chemistry Laboratory I
CHEM,S136,"['SUCR', 'YCSC']",General Chemistry Laboratory II
CHEM,S222,"['SUCR', 'YCSC']",Lab for Organic Chemistry I
CHEM,S223,"['SUCR', 'YCSC']",Lab for Organic Chemistry II
CLCV,S202,['YCHU'],Alexander the Great and the Hellenistic World
LITR,S247,"['SUAB', 'YCHU']",Belle Époque France
LITR,S385,['YCHU'],What is Law?
EALL,S226,['YCHU'],"Hallyu: Korean Film, Music, and Pop Culture"
ECON,S276,['SUAB'],Private Law and Contract Enforcement in the United States and France
EDST,S225,['YCSO'],"Child Care, Society, and Public Policy"
EENG,S202,['YCQR'],"Communications, Computation, and Control"
ENGL,S409,['YCHU'],Introduction to Poetry
EP&E,S421,"['SUCR', 'YCSO']","Ethics and the Law: Death Penalty, Wrongful Convictions and Best Practices in Criminal Justice"
EP&E,S306E,"['SUCR', 'YCSO']",First Amendment Freedom of Speech and the Ethics of Law
ER&M,S216,"['YCHU', 'YCSO']",Social Dimensions of Evolution in Africa: The Cradle Paradox
ER&M,S281,"['SUAB', 'YCSO']",Culture of Southeastern Europe
ER&M,S391,['YCHU'],Eugenics and its Afterlives
ER&M,S348,"['YCHU', 'YCSO']","Race, Gender, and Class Inequities in the U.S."
ER&M,S310,['YCHU'],The Black Radical Tradition
ER&M,S312,['YCHU'],"Geographies of Freedom: Race, Space, and Gender in the Caribbean"
FILM,S241,['YCHU'],In Kafka's Spirit: Prague Film and Fiction
FILM,S274,['YCHU'],Global Hollywood
FILM,S144,"['SUAB', 'YCHU']",Cinematic Storytelling in Prague
FILM,S339,['YCHU'],"Hallyu: Korean Film, Music, and Pop Culture"
FREN,S154,"['SUAB', 'YCL5']",France Between Past and Present: Advanced Language Practice and Culture
FREN,S164,"['SUAB', 'YCL5']",France On Screen and Off: Advanced French Conversation and Culture Through Film
FREN,S369,"['SUAB', 'YCHU']",Belle Époque France
FREN,S305,"['SUAB', 'YCHU']",Age of Cathedrals
GMAN,S221,['YCHU'],What is Law?
HIST,S402,['YCHU'],Alexander the Great and the Hellenistic World
HIST,S299,"['SUAB', 'YCHU']",History of Southeastern Europe
HIST,S236,"['SUAB', 'YCSO']",Society and Politics of North Africa
HIST,S431,"['YCHU', 'YCSO']",Yale Summer History Lab
HIST,S220,['YCHU'],Global Order and Disorder in the 20th Century
HSAR,S223,"['YCHU', 'YCWR']",Art Since 1945
HUMS,S214,"['SUAB', 'YCHU']",Belle Époque France
HUMS,S267,"['SUAB', 'YCHU']",Age of Cathedrals
HUMS,S237,['YCHU'],"William Blake: Poet, Prophet, Artist"
HUMS,S199,['YCHU'],What is Law?
ITAL,S152,"['SUAB', 'YCHU']","History, Culture, and Film in Tuscany"
ITAL,S235,"['SUAB', 'YCHU']","Tuscany between Past and Present: A Literary, Historical, Cultural, and Geographical Journey"
LAST,S227,"['YCHU', 'YCL5']",Advanced Spanish: Language and Culture of Peru through Art
LAST,S240,"['SUAB', 'YCHU', 'YCL5']",Advanced Spanish Language and Andean Culture
MENG,S400,"['YCQR', 'YCSC']",Computer-Aided Engineering
MMES,S285,"['SUAB', 'YCSO']",Society and Politics of North Africa
MCDB,S320,"['SUCR', 'YCSC']",Neurobiology
NSCI,S320,"['SUCR', 'YCSC']",Neurobiology
PHIL,S183,['YCHU'],Philosophy of Technology
PLSC,S173,['YCSO'],Democracy Promotion and Its Critics
PLSC,S143,['YCSO'],Global Climate Governance
PORT,S352,"['SUAB', 'YCHU']",Introduction to Brazil
PSYC,S179E,"['YCSO', 'YPYN']",Thinking
PSYC,S180E,"['YCSO', 'YPYS']",Introduction to Clinical Psychology
RUSS,S130,['YCL3'],Second-Year Russian I
RUSS,S140,['YCL4'],Second-Year Russian II
RUSS,S150,['YCL5'],Third-Year Russian I
RUSS,S151,['YCL5'],Third-Year Russian II
RUSS,S242,['YCHU'],Russian Culture
SOCY,S348,"['YCHU', 'YCSO']","Race, Gender, and Class Inequities in the U.S."
SOCY,S236,"['SUAB', 'YCSO']",Society and Politics of North Africa
SOCY,S286,"['SUAB', 'YCSO']",Culture of Southeastern Europe
SPAN,S227,"['YCHU', 'YCL5']",Advanced Spanish: Language and Culture of Peru through Art
SPAN,S148,"['SUAB', 'YCHU']","Spain, 1936 to the Present: History, Literature and Culture"
SPAN,S149,"['SUAB', 'YCHU']",Ecuador from Pre-Columbian Times to Present
SPAN,S242,"['SUAB', 'YCHU', 'YCL5']","Language, Culture, and Society of Spain"
SPAN,S240,"['SUAB', 'YCHU', 'YCL5']",Advanced Spanish Language and Andean Culture
S&DS,S111,['YCQR'],Introduction to Data Display and Analysis
WGSS,S275,['YCSO'],"Race, Gender, and Sexuality in Asian American Popular Culture"
WGSS,S263E,['YCWR'],Rye: Cultural History and Embodied Practice
WGSS,S312,['YCHU'],"Geographies of Freedom: Race, Space, and Gender in the Caribbean"
WGSS,S348,"['YCHU', 'YCSO']","Race, Gender, and Class Inequities in the U.S."
USAF,411,[],Foundations of American Airpower
AFAM,284,"['YCHU', 'YENW']",Black Life and the Human/Body
AFAM,289,"['YCHU', 'YENJ']",Counternarratives: Black Historical Fictions
AFAM,221,"['YCHU', 'YCWR']",Writing Histories of Slavery
AFAM,122,['YCHU'],"Art Collectives: Protest, Entrepreneurship, and Praxis"
AFAM,323,"['YCHU', 'YENJ']",Black Literature Since the Millennium
AFAM,209,['YCSO'],Justice and Society
AFAM,307,"['YCHU', 'YENJ']",The Harlem Renaissance: A 21st Century Remix
AFAM,271,['YCHU'],"The Venice Biennale, Art Fairs, and Foundations"
AFAM,398,['YCHU'],Writer/Rioter: Public Writing in the 21st Century
AFST,344,['YCHU'],African Independence: A Cup of Plenty or a Poisoned Chalice?
AFST,272,['YCSO'],African Prehistory
AFST,277,['YCSO'],Introduction to Critical Border Studies
AFST,497,['YCSO'],Migration and Transnationalism in the Muslim World
AFST,411,"['YCHU', 'YCWR']",Madness and Decolonization
